airport,text,x_min,y_min,x_max,y_max,page_height,page_width,is_known_runway
5b2,DIAGRAM,72.5200,548.4369,129.9919,561.8943,594.0000,387.3600,0
5b2,AIRPORT,18.0439,29.6351,69.5123,43.0925,594.0000,387.3600,0
5b2,DIAGRAM,72.5200,29.6351,129.9919,43.0925,594.0000,387.3600,0
5b2,"S-83,",117.9357,64.1845,132.7489,70.4330,594.0000,387.3600,0
5b2,D-126,134.4803,64.1845,152.1744,70.4330,594.0000,387.3600,0
5b2,PCN,118.1395,71.2100,131.7677,77.4584,594.0000,387.3600,0
5b2,30,133.5194,71.2100,140.5262,77.4584,594.0000,387.3600,0
5b2,F/A/X/T,142.2779,71.2100,166.4164,77.4584,594.0000,387.3600,0
5b2,RWY,100.6225,78.2354,115.9312,84.4838,594.0000,387.3600,0
5b2,14-32,117.5717,78.2354,132.8804,84.4838,594.0000,387.3600,0
5b2,"S-116,",117.9615,85.2609,136.2646,91.5093,594.0000,387.3600,0
5b2,D-192,137.9985,85.2609,155.7189,91.5093,594.0000,387.3600,0
5b2,PCN,118.1395,92.2863,131.7677,98.5348,594.0000,387.3600,0
5b2,46,133.5194,92.2863,140.5262,98.5348,594.0000,387.3600,0
5b2,F/A/X/T,142.2779,92.2863,166.4164,98.5348,594.0000,387.3600,0
5b2,RWY,100.6225,99.3117,115.9312,105.5602,594.0000,387.3600,0
5b2,05-23,117.5717,99.3117,132.8804,105.5602,594.0000,387.3600,0
5b2,SARATOGA,266.4684,558.4563,311.9475,567.1073,594.0000,387.3600,0
5b2,COUNTY,314.0360,558.4563,348.8388,567.1073,594.0000,387.3600,0
5b2,SARATOGA,266.4684,25.2433,311.9475,33.8943,594.0000,387.3600,0
5b2,COUNTY,314.0360,25.2433,348.8388,33.8943,594.0000,387.3600,0
5b2,REIL,185.5958,75.6241,199.4528,81.8726,594.0000,387.3600,0
5b2,Rwys,201.0119,75.6241,215.2181,81.8726,594.0000,387.3600,0
5b2,05,216.7772,75.6241,223.0134,81.8726,594.0000,387.3600,1
5b2,and,224.5725,75.6241,233.5777,81.8726,594.0000,387.3600,0
5b2,23,235.1367,75.6241,241.3730,81.8726,594.0000,387.3600,1
5b2,MIRL,185.5958,82.6495,200.6115,88.8979,594.0000,387.3600,0
5b2,Rwy,202.1131,82.6495,213.4590,88.8979,594.0000,387.3600,0
5b2,5-23,214.9606,82.6495,225.9701,88.8979,594.0000,387.3600,0
5b2,MIRL,185.5958,89.6749,200.7989,95.9233,594.0000,387.3600,0
5b2,Rwy,202.3192,89.6749,213.8067,95.9233,594.0000,387.3600,0
5b2,14-32,215.3270,89.6749,229.5145,95.9233,594.0000,387.3600,0
5b2,L,227.5049,83.1334,231.1080,87.9398,594.0000,387.3600,0
5b2,L,242.8574,76.0222,246.4605,80.8286,594.0000,387.3600,0
5b2,FIELD,50.5563,190.1134,67.3616,197.3223,594.0000,387.3600,0
5b2,ELEV,51.4930,182.6917,66.9902,189.9006,594.0000,387.3600,0
5b2,434,52.3976,174.8736,65.9776,182.0825,594.0000,387.3600,0
5b2,432,57.8445,391.4885,69.6152,397.7369,594.0000,387.3600,0
5b2,ELEV,56.6733,398.9823,70.1058,405.2307,594.0000,387.3600,0
5b2,426,327.8975,217.1352,339.6682,223.3837,594.0000,387.3600,0
5b2,ELEV,326.7263,224.6290,340.1587,230.8774,594.0000,387.3600,0
5b2,427,317.4517,429.5075,329.2224,435.7560,594.0000,387.3600,0
5b2,ELEV,316.4509,437.0013,329.8833,443.2498,594.0000,387.3600,0
5b2,HANGARS,279.0442,137.4463,309.4082,143.6948,594.0000,387.3600,0
5b2,HANGARS,200.4850,122.9530,230.8490,129.2014,594.0000,387.3600,0
5b2,73°51.5'W,249.2613,538.3204,277.7469,544.5688,594.0000,387.3600,0
5b2,73°52.0'W,74.1685,538.3204,102.6541,544.5688,594.0000,387.3600,0
5b2,43°03.0'N,337.0123,276.7636,365.4968,283.0121,594.0000,387.3600,0
5b2,43°03.5'N,337.0123,515.5088,365.4968,521.7573,594.0000,387.3600,0
5b2,123.075,21.8847,518.4679,46.0573,524.7164,594.0000,387.3600,0
5b2,CTAF/UNICOM,21.8847,525.4934,63.4750,531.7418,594.0000,387.3600,0
5b2,132.025,21.8847,532.5188,46.0573,538.7673,594.0000,387.3600,0
5b2,AWOS-3,21.8847,539.5442,47.5763,545.7927,594.0000,387.3600,0
5b2,L,47.9557,519.0162,51.5588,523.8226,594.0000,387.3600,0
5b2,4699,160.2866,239.1820,174.7115,255.0547,594.0000,387.3600,0
5b2,X,170.2144,251.6570,178.0207,259.2128,594.0000,387.3600,0
5b2,100,173.5083,255.7960,185.7270,268.8965,594.0000,387.3600,0
5b2,4000,156.3193,319.5013,172.5813,334.2376,594.0000,387.3600,0
5b2,X,168.7930,316.1915,176.7393,324.3079,594.0000,387.3600,0
5b2,100,172.9315,308.4839,186.4213,321.0135,594.0000,387.3600,0
5b2,JANUARY,164.9694,414.9417,194.4373,421.1902,594.0000,387.3600,0
5b2,2025,196.0161,414.9417,208.6470,421.1902,594.0000,387.3600,0
5b2,ANNUAL,147.7600,407.4479,173.1679,413.6964,594.0000,387.3600,0
5b2,RATE,174.6727,407.4479,190.3894,413.6964,594.0000,387.3600,0
5b2,OF,191.8943,407.4479,199.5871,413.6964,594.0000,387.3600,0
5b2,CHANGE,201.0919,407.4479,226.1687,413.6964,594.0000,387.3600,0
5b2,0.1°,177.9969,399.9541,189.7784,406.2025,594.0000,387.3600,0
5b2,E,191.5635,399.9541,195.9262,406.2025,594.0000,387.3600,0
5b2,25275,18.0439,562.3491,36.9005,568.5975,594.0000,387.3600,0
5b2,25275,18.0439,24.3083,36.9017,30.5568,594.0000,387.3600,0
5b2,SRE,230.4455,107.6668,241.7497,113.9153,594.0000,387.3600,0
5b2,TERMINAL,178.1088,152.6951,207.8718,158.9435,594.0000,387.3600,0
5b2,FBO,169.9041,192.6511,180.7737,198.8995,594.0000,387.3600,0
5b2,X,302.0591,297.8056,308.7983,303.1679,594.0000,387.3600,0
5b2,P,300.7820,419.6071,308.1166,427.0985,594.0000,387.3600,0
5b2,VAR,166.7101,457.1876,174.2203,468.0961,594.0000,387.3600,0
5b2,13.1°,169.7192,444.3191,178.1702,458.2923,594.0000,387.3600,0
5b2,W,174.3075,438.4887,179.9595,443.3433,594.0000,387.3600,0
5b2,14,69.0998,404.7596,79.1125,415.0876,594.0000,387.3600,1
5b2,32,332.3575,196.4771,342.3701,206.8050,594.0000,387.3600,1
5b2,5,58.1296,129.0219,66.0762,137.1388,594.0000,387.3600,1
5b2,23,312.3004,449.7702,323.0193,460.0933,594.0000,387.3600,1
5b2,X,294.6533,362.8883,301.3924,368.2506,594.0000,387.3600,0
5b2,X,309.5116,232.8363,316.1141,238.0039,594.0000,387.3600,0
5b2,A,198.6197,207.9654,206.4257,215.5224,594.0000,387.3600,0
5b2,E,137.7563,321.7924,145.7060,329.9142,594.0000,387.3600,0
5b2,D,243.5417,311.7809,251.3471,319.3390,594.0000,387.3600,0
5b2,E,72.8694,390.6210,80.6741,398.1841,594.0000,387.3600,0
5b2,B,204.6304,244.1289,211.3666,249.4867,594.0000,387.3600,0
5b2,C,236.5686,195.6177,244.5104,203.7269,594.0000,387.3600,0
5b2,A,82.5958,138.0115,90.5206,146.0938,594.0000,387.3600,0
5b2,C,307.5620,173.9527,314.7289,180.8100,594.0000,387.3600,0
5b2,A,138.7724,155.5321,146.0213,162.4880,594.0000,387.3600,0
5b2,E,196.0303,275.4042,203.9820,283.5289,594.0000,387.3600,0
5b2,D,214.5507,275.8520,222.3567,283.4081,594.0000,387.3600,0
5b2,D,312.4918,421.0578,320.4437,429.1832,594.0000,387.3600,0
5b2,D,283.3804,361.8494,291.1896,369.3632,594.0000,387.3600,0
5b2,231.6°,279.8758,422.3981,297.6096,442.4293,594.0000,387.3600,0
5b2,051.6°,91.0752,185.7492,108.8091,205.7803,594.0000,387.3600,0
5b2,321.6°,289.8941,231.2372,310.3141,249.2832,594.0000,387.3600,0
5b2,141.6°,90.6123,389.5220,111.0322,407.5682,594.0000,387.3600,0
5b2,"NE-2,",5.0000,340.1729,12.8120,358.0649,594.0000,387.3600,0
5b2,19,5.0000,328.4969,12.8120,336.2809,594.0000,387.3600,0
5b2,FEB,5.0000,312.9359,12.8120,326.5509,594.0000,387.3600,0
5b2,2026,5.0000,295.4219,12.8120,310.9899,594.0000,387.3600,0
5b2,to,5.0000,285.6919,12.8120,291.5299,594.0000,387.3600,0
5b2,19,5.0000,274.0159,12.8120,281.7999,594.0000,387.3600,0
5b2,MAR,5.0000,256.5160,12.8120,272.0699,594.0000,387.3600,0
5b2,2026,5.0000,239.0020,12.8120,254.5699,594.0000,387.3600,0
5b2,"NE-2,",374.2480,239.0000,382.0600,256.8920,594.0000,387.3600,0
5b2,19,374.2480,260.7840,382.0600,268.5680,594.0000,387.3600,0
5b2,FEB,374.2480,270.5140,382.0600,284.1290,594.0000,387.3600,0
5b2,2026,374.2480,286.0750,382.0600,301.6430,594.0000,387.3600,0
5b2,to,374.2480,305.5350,382.0600,311.3730,594.0000,387.3600,0
5b2,19,374.2480,315.2650,382.0600,323.0490,594.0000,387.3600,0
5b2,MAR,374.2480,324.9950,382.0600,340.5490,594.0000,387.3600,0
5b2,2026,374.2480,342.4950,382.0600,358.0630,594.0000,387.3600,0
9g6,0.0°,250.4805,400.7316,262.2612,406.9800,594.0000,387.3600,0
9g6,E,264.0461,400.7316,268.4086,406.9800,594.0000,387.3600,0
9g6,ANNUAL,220.2436,407.0327,245.6515,413.2812,594.0000,387.3600,0
9g6,RATE,247.1564,407.0327,262.8730,413.2812,594.0000,387.3600,0
9g6,OF,264.3779,407.0327,272.0707,413.2812,594.0000,387.3600,0
9g6,CHANGE,273.5755,407.0327,298.6524,413.2812,594.0000,387.3600,0
9g6,JANUARY,237.4531,413.3338,266.9210,419.5822,594.0000,387.3600,0
9g6,2025,268.4998,413.3338,281.1307,419.5822,594.0000,387.3600,0
9g6,VAR,239.1938,459.0782,246.7040,469.9866,594.0000,387.3600,0
9g6,10.8°,242.6026,444.9072,251.0534,458.8804,594.0000,387.3600,0
9g6,W,246.7911,440.3793,252.4431,445.2339,594.0000,387.3600,0
9g6,653,39.0842,275.9275,50.8523,282.1746,594.0000,387.3600,0
9g6,ELEV,37.8593,282.5566,51.2889,288.8037,594.0000,387.3600,0
9g6,2659,169.3448,291.1313,186.6739,297.5951,594.0000,387.3600,0
9g6,X,185.2863,291.0649,191.9874,297.3956,594.0000,387.3600,0
9g6,36,190.5753,290.9543,200.8201,297.3294,594.0000,387.3600,0
9g6,10,44.0786,300.3008,50.4279,308.6040,594.0000,387.3600,1
9g6,28,284.1141,297.9789,290.4648,306.2833,594.0000,387.3600,1
9g6,HANGAR,221.3134,325.4298,248.3428,331.6769,594.0000,387.3600,0
9g6,43°10.5'N,317.0756,346.9745,345.5541,353.2216,594.0000,387.3600,0
9g6,669,272.4010,252.4217,286.8857,260.1109,594.0000,387.3600,0
9g6,0.6%,65.1521,308.4474,80.7083,314.8874,594.0000,387.3600,0
9g6,UP,80.1189,308.3195,90.9194,314.7001,594.0000,387.3600,0
9g6,078°16.5'W,143.4931,48.8075,175.5145,55.0546,594.0000,387.3600,0
9g6,AIRPORT,18.1881,550.1662,69.6565,563.6236,594.0000,387.3600,0
9g6,DIAGRAM,72.6642,550.1662,130.1361,563.6236,594.0000,387.3600,0
9g6,AL-6495,172.6757,552.7364,198.2547,559.4651,594.0000,387.3600,0
9g6,(FAA),199.9990,552.7364,218.6007,559.4651,594.0000,387.3600,0
9g6,"ALBION,",312.8963,551.6848,336.9139,557.9332,594.0000,387.3600,0
9g6,NEW,338.4049,551.6848,351.9853,557.9332,594.0000,387.3600,0
9g6,YORK,353.4763,551.6848,370.3728,557.9332,594.0000,387.3600,0
9g6,AIRPORT,18.1881,27.6896,69.6565,41.1470,594.0000,387.3600,0
9g6,DIAGRAM,72.6642,27.6896,130.1361,41.1470,594.0000,387.3600,0
9g6,"ALBION,",312.8963,34.5405,336.9087,40.7876,594.0000,387.3600,0
9g6,NEW,338.3994,34.5405,351.9769,40.7876,594.0000,387.3600,0
9g6,YORK,353.4676,34.5405,370.3604,40.7876,594.0000,387.3600,0
9g6,43°10.0'N,316.7153,84.6193,345.1938,90.8664,594.0000,387.3600,0
9g6,078°16.0'W,329.3251,48.5193,361.3465,54.7664,594.0000,387.3600,0
9g6,123.0,22.2952,530.3566,39.3774,536.6037,594.0000,387.3600,0
9g6,CTAF/UNICOM,22.2952,537.5621,63.8766,543.8092,594.0000,387.3600,0
9g6,FIELD,271.0319,267.2223,287.8372,274.4312,594.0000,387.3600,0
9g6,ELEV,271.9686,259.8005,287.4658,267.0094,594.0000,387.3600,0
9g6,S-12,89.4376,184.2725,104.0568,190.5196,594.0000,387.3600,0
9g6,RWY,73.9593,190.7575,91.0019,197.0046,594.0000,387.3600,0
9g6,10-28,92.8281,190.7575,109.8707,197.0046,594.0000,387.3600,0
9g6,25107,17.1337,564.3669,35.9875,570.6140,594.0000,387.3600,0
9g6,25107,17.1415,21.9314,35.9953,28.1785,594.0000,387.3600,0
9g6,101.4°,53.5522,293.1039,76.1896,299.6127,594.0000,387.3600,0
9g6,281.5°,242.0502,289.8617,264.6863,296.3691,594.0000,387.3600,0
9g6,PINE,311.9082,24.8470,329.2935,33.4980,594.0000,387.3600,0
9g6,HILL(9G6),331.2495,24.8470,373.5396,33.9302,594.0000,387.3600,0
9g6,PINE,311.1156,558.1322,328.5009,566.7832,594.0000,387.3600,0
9g6,HILL,330.4569,558.1322,348.2725,566.7832,594.0000,387.3600,0
9g6,(9G6),349.6150,558.2040,373.5396,566.8550,594.0000,387.3600,0
9g6,"NE-2,",5.0000,340.1729,12.8120,358.0649,594.0000,387.3600,0
9g6,19,5.0000,328.4969,12.8120,336.2809,594.0000,387.3600,0
9g6,FEB,5.0000,312.9359,12.8120,326.5509,594.0000,387.3600,0
9g6,2026,5.0000,295.4219,12.8120,310.9899,594.0000,387.3600,0
9g6,to,5.0000,285.6919,12.8120,291.5299,594.0000,387.3600,0
9g6,19,5.0000,274.0159,12.8120,281.7999,594.0000,387.3600,0
9g6,MAR,5.0000,256.5160,12.8120,272.0699,594.0000,387.3600,0
9g6,2026,5.0000,239.0020,12.8120,254.5699,594.0000,387.3600,0
9g6,"NE-2,",374.2480,239.0000,382.0600,256.8920,594.0000,387.3600,0
9g6,19,374.2480,260.7840,382.0600,268.5680,594.0000,387.3600,0
9g6,FEB,374.2480,270.5140,382.0600,284.1290,594.0000,387.3600,0
9g6,2026,374.2480,286.0750,382.0600,301.6430,594.0000,387.3600,0
9g6,to,374.2480,305.5350,382.0600,311.3730,594.0000,387.3600,0
9g6,19,374.2480,315.2650,382.0600,323.0490,594.0000,387.3600,0
9g6,MAR,374.2480,324.9950,382.0600,340.5490,594.0000,387.3600,0
9g6,2026,374.2480,342.4950,382.0600,358.0630,594.0000,387.3600,0
abe,0.0°,124.6320,400.1160,136.4127,406.3644,594.0000,387.3600,0
abe,E,138.1977,400.1160,142.5601,406.3644,594.0000,387.3600,0
abe,ANNUAL,94.3951,406.4170,119.8030,412.6654,594.0000,387.3600,0
abe,RATE,121.3079,406.4170,137.0246,412.6654,594.0000,387.3600,0
abe,OF,138.5294,406.4170,146.2222,412.6654,594.0000,387.3600,0
abe,CHANGE,147.7271,406.4170,172.8039,412.6654,594.0000,387.3600,0
abe,JANUARY,111.6045,412.7181,141.0723,418.9666,594.0000,387.3600,0
abe,2025,142.6512,412.7181,155.2821,418.9666,594.0000,387.3600,0
abe,VAR,116.9425,459.3517,124.4527,470.2601,594.0000,387.3600,0
abe,11.8°,120.3514,445.1807,128.8021,459.1537,594.0000,387.3600,0
abe,W,124.5399,440.6527,130.1919,445.5073,594.0000,387.3600,0
abe,CAUTION:,82.6060,75.5829,112.9539,82.3116,594.0000,387.3600,0
abe,BE,114.5421,75.5829,122.6611,82.3116,594.0000,387.3600,0
abe,ALERT,124.2494,75.5829,144.7185,82.3116,594.0000,387.3600,0
abe,TO,146.3067,75.5829,154.7752,82.3116,594.0000,387.3600,0
abe,RUNWAY,156.3634,75.5829,184.9452,82.3116,594.0000,387.3600,0
abe,CROSSING,186.5334,75.5829,217.9486,82.3116,594.0000,387.3600,0
abe,CLEARANCES.,219.5368,75.5829,262.7748,82.3116,594.0000,387.3600,0
abe,READBACK,115.5355,67.9449,149.8746,74.6736,594.0000,387.3600,0
abe,OF,151.4354,67.9449,159.4146,74.6736,594.0000,387.3600,0
abe,ALL,160.9754,67.9449,173.1127,74.6736,594.0000,387.3600,0
abe,RUNWAY,174.6736,67.9449,202.7630,74.6736,594.0000,387.3600,0
abe,HOLDING,204.3238,67.9449,232.7566,74.6736,594.0000,387.3600,0
abe,INSTRUCTIONS,234.3174,67.9449,279.4077,74.6736,594.0000,387.3600,0
abe,IS,280.9686,67.9449,286.5190,74.6736,594.0000,387.3600,0
abe,REQUIRED.,288.0799,67.9449,321.2015,74.6736,594.0000,387.3600,0
abe,40°39.0'N,334.0087,224.8399,362.4872,231.0870,594.0000,387.3600,0
abe,40°39.5'N,25.3936,366.0693,53.8721,372.3164,594.0000,387.3600,0
abe,13,73.1209,313.4875,82.8458,323.7895,594.0000,387.3600,1
abe,31,307.6125,162.8207,317.3377,173.1231,594.0000,387.3600,1
abe,6,62.6273,170.0119,70.4309,177.5704,594.0000,387.3600,1
abe,24,344.9088,396.8759,354.9241,407.2021,594.0000,387.3600,1
abe,7599,191.9982,283.4227,208.2255,298.1809,594.0000,387.3600,0
abe,X,204.4313,293.4022,212.3699,301.5074,594.0000,387.3600,0
abe,150,208.5563,296.7133,222.0207,309.2538,594.0000,387.3600,0
abe,A,99.2346,175.2576,107.1911,183.3899,594.0000,387.3600,0
abe,A,193.1954,250.4117,201.1519,258.5437,594.0000,387.3600,0
abe,A,210.2274,264.1659,218.1839,272.2982,594.0000,387.3600,0
abe,A,261.5764,304.9579,269.5329,313.0899,594.0000,387.3600,0
abe,A,298.2065,334.7129,306.1629,342.8448,594.0000,387.3600,0
abe,A1,346.1281,382.6123,356.5260,393.5537,594.0000,387.3600,0
abe,E,250.6400,351.8287,258.5042,359.8101,594.0000,387.3600,0
abe,A3,276.3167,326.6485,287.4186,337.4697,594.0000,387.3600,0
abe,B,103.6251,317.0991,111.6652,325.3432,594.0000,387.3600,0
abe,B,166.3136,276.5308,174.3553,284.7765,594.0000,387.3600,0
abe,B,233.8300,232.8658,241.8701,241.1099,594.0000,387.3600,0
abe,B,279.0090,200.2966,287.0491,208.5406,594.0000,387.3600,0
abe,J,177.9521,223.8120,185.9556,232.0111,594.0000,387.3600,0
abe,75°26.0'W,278.5247,49.6722,307.3878,55.9254,594.0000,387.3600,0
abe,75°27.0'W,63.5822,49.8163,92.4453,56.0694,594.0000,387.3600,0
abe,40°38.5'N,334.0087,83.7546,362.4872,90.0017,594.0000,387.3600,0
abe,AIRPORT,18.0439,550.3104,69.5123,563.7677,594.0000,387.3600,0
abe,DIAGRAM,72.5200,550.3104,129.9919,563.7677,594.0000,387.3600,0
abe,AIRPORT,18.0439,27.6896,69.5123,41.1470,594.0000,387.3600,0
abe,DIAGRAM,72.5200,27.6896,129.9919,41.1470,594.0000,387.3600,0
abe,"ALLENTOWN,",285.9475,34.6125,323.6294,40.8596,594.0000,387.3600,0
abe,PENNSYLVANIA,325.0730,34.6125,369.6550,40.8596,594.0000,387.3600,0
abe,"ALLENTOWN,",285.9475,551.8292,323.6327,558.0763,594.0000,387.3600,0
abe,PENNSYLVANIA,325.0764,551.8292,369.6622,558.0763,594.0000,387.3600,0
abe,AL-15,176.2785,551.5115,194.5682,558.2402,594.0000,387.3600,0
abe,(FAA),196.2833,551.5115,214.5730,558.2402,594.0000,387.3600,0
abe,75°26.5'W,171.0895,49.6722,199.9526,55.9254,594.0000,387.3600,0
abe,382,336.3145,412.4733,348.0827,418.7204,594.0000,387.3600,0
abe,ELEV,335.1616,418.9583,348.5912,425.2054,594.0000,387.3600,0
abe,HANGAR,188.7442,160.6382,216.0800,166.8853,594.0000,387.3600,0
abe,8,217.6779,160.6382,220.8736,166.8853,594.0000,387.3600,0
abe,383,56.3056,297.3281,68.0737,303.5752,594.0000,387.3600,0
abe,ELEV,55.0806,303.8131,68.5102,310.0602,594.0000,387.3600,0
abe,40°40.0'N,334.0087,507.2987,362.4890,513.5458,594.0000,387.3600,0
abe,ELEV,46.2898,207.0557,61.7870,214.2646,594.0000,387.3600,0
abe,FIELD,45.5693,214.2612,62.3746,221.4701,594.0000,387.3600,0
abe,394,47.2986,199.4607,61.7832,207.1499,594.0000,387.3600,0
abe,CARGO,46.5060,103.7141,67.6579,109.9612,594.0000,387.3600,0
abe,2,52.2713,125.8167,60.0669,133.4203,594.0000,387.3600,0
abe,3,37.8572,113.7762,45.6543,121.3731,594.0000,387.3600,0
abe,HANGAR,231.4012,184.0563,258.7371,190.3034,594.0000,387.3600,0
abe,9,260.3349,184.0563,263.5306,190.3034,594.0000,387.3600,0
abe,(PRIVATE),339.2473,300.4321,367.7231,306.6792,594.0000,387.3600,0
abe,AND,336.4371,306.9171,349.8466,313.1642,594.0000,387.3600,0
abe,RAMP,351.3944,306.9171,368.9395,313.1642,594.0000,387.3600,0
abe,HANGAR,336.5812,313.4021,363.9171,319.6492,594.0000,387.3600,0
abe,2,365.5149,313.4021,368.7106,319.6492,594.0000,387.3600,0
abe,(PRIVATE),310.8067,342.3629,339.2825,348.6100,594.0000,387.3600,0
abe,AND,307.9965,348.8480,321.4060,355.0951,594.0000,387.3600,0
abe,RAMP,322.9538,348.8480,340.4988,355.0951,594.0000,387.3600,0
abe,HANGAR,308.1406,355.3330,335.4764,361.5801,594.0000,387.3600,0
abe,3,337.0743,355.3330,340.2700,361.5801,594.0000,387.3600,0
abe,C,295.9128,393.6009,303.0838,400.4630,594.0000,387.3600,0
abe,C,159.6692,301.0474,167.5198,309.0045,594.0000,387.3600,0
abe,C,211.8851,343.0852,219.8230,351.1893,594.0000,387.3600,0
abe,C,253.9113,376.5003,261.8845,384.6571,594.0000,387.3600,0
abe,243.1°,302.0273,372.4836,322.3991,390.5683,594.0000,387.3600,0
abe,063.1°,84.7071,197.8203,105.0785,215.9050,594.0000,387.3600,0
abe,D,23.8327,481.1662,28.5156,487.4133,594.0000,387.3600,0
abe,TERMINAL,304.9702,240.6922,334.7268,246.9393,594.0000,387.3600,0
abe,124.05,20.4218,490.2932,40.4324,496.5417,594.0000,387.3600,0
abe,257.95,44.0707,490.2932,64.0814,496.5417,594.0000,387.3600,0
abe,CLNC,20.4218,497.4988,36.3344,503.7473,594.0000,387.3600,0
abe,DEL,37.8260,497.4988,49.4249,503.7473,594.0000,387.3600,0
abe,121.9,20.4218,504.7047,36.8296,510.9518,594.0000,387.3600,0
abe,257.95,40.4758,504.7047,60.5298,510.9518,594.0000,387.3600,0
abe,GND,20.4218,511.9103,34.4166,518.1574,594.0000,387.3600,0
abe,CON,36.0319,511.9103,49.6714,518.1574,594.0000,387.3600,0
abe,120.5,20.4218,519.1155,36.8331,525.3640,594.0000,387.3600,0
abe,257.95,40.4801,519.1155,60.5384,525.3640,594.0000,387.3600,0
abe,ALLENTOWN,20.4218,526.3211,57.6705,532.5696,594.0000,387.3600,0
abe,TOWER,59.1542,526.3211,80.2535,532.5696,594.0000,387.3600,0
abe,126.975,20.4218,533.5270,44.5892,539.7741,594.0000,387.3600,0
abe,ATIS,20.4218,540.7323,33.6325,546.9808,594.0000,387.3600,0
abe,MAINTENANCE,99.6832,348.8480,144.0930,355.0951,594.0000,387.3600,0
abe,AIRPORT,109.3387,355.3330,134.5173,361.5801,594.0000,387.3600,0
abe,X,262.4452,234.0204,268.8166,238.8708,594.0000,387.3600,0
abe,X,261.5805,245.9096,267.9519,250.7601,594.0000,387.3600,0
abe,X,262.8775,223.7885,269.2489,228.6390,594.0000,387.3600,0
abe,A7,72.7589,165.3119,83.2521,176.2364,594.0000,387.3600,0
abe,A6,125.7163,206.5900,136.1752,217.5219,594.0000,387.3600,0
abe,B3,218.6972,207.3303,227.9695,213.6189,594.0000,387.3600,0
abe,B3,254.4369,208.9156,263.7097,215.2043,594.0000,387.3600,0
abe,B1,307.8252,174.3223,317.4844,184.4225,594.0000,387.3600,0
abe,B4,211.2625,237.4036,220.8271,247.4790,594.0000,387.3600,0
abe,B7,84.4516,318.1021,94.0163,328.1775,594.0000,387.3600,0
abe,B6,116.1488,299.5157,125.7134,309.5911,594.0000,387.3600,0
abe,B5,142.3772,282.1502,151.9418,292.2256,594.0000,387.3600,0
abe,A4,233.4555,293.1791,244.2263,303.9634,594.0000,387.3600,0
abe,G,228.8801,271.4041,236.9734,279.6793,594.0000,387.3600,0
abe,F,278.1770,309.0787,285.4895,315.3304,594.0000,387.3600,0
abe,A2,334.6413,374.4738,345.1506,385.3968,594.0000,387.3600,0
abe,LINE,275.6435,372.6984,288.9192,378.9455,594.0000,387.3600,0
abe,HOLD,273.6259,379.1831,289.8839,385.4315,594.0000,387.3600,0
abe,ILS,277.3008,385.6685,287.3767,391.9156,594.0000,387.3600,0
abe,LINE,354.3284,365.9252,367.6041,372.1723,594.0000,387.3600,0
abe,HOLD,352.3109,372.4102,368.5655,378.6573,594.0000,387.3600,0
abe,ILS,355.9857,378.8952,366.0616,385.1423,594.0000,387.3600,0
abe,HANGARS,257.9160,425.3172,288.2735,431.5643,594.0000,387.3600,0
abe,HANGAR,296.8279,408.5822,324.1638,414.8293,594.0000,387.3600,0
abe,5,325.7616,408.5822,328.9573,414.8293,594.0000,387.3600,0
abe,26022,18.0439,21.4263,36.8977,27.6734,594.0000,387.3600,0
abe,26022,18.0439,565.0154,36.8977,571.2625,594.0000,387.3600,0
abe,LEHIGH,266.6950,25.2072,294.6456,33.8582,594.0000,387.3600,0
abe,VALLEY,296.5235,25.2072,326.5623,33.8582,594.0000,387.3600,0
abe,INTL(ABE),328.4402,25.2072,373.4055,33.8582,594.0000,387.3600,0
abe,LEHIGH,266.5509,558.3482,294.5015,566.9992,594.0000,387.3600,0
abe,VALLEY,296.3794,558.3482,326.4182,566.9992,594.0000,387.3600,0
abe,INTL(ABE),328.2961,558.3482,373.4055,566.9992,594.0000,387.3600,0
abe,134.8°,90.9834,304.9578,112.4025,321.9253,594.0000,387.3600,0
abe,314.8°,284.0762,178.0865,305.4937,195.0524,594.0000,387.3600,0
abe,TWR,200.8373,354.6485,214.6091,360.8956,594.0000,387.3600,0
abe,EMAS,44.0352,327.3795,61.4352,333.6266,594.0000,387.3600,0
abe,EMAS,324.6933,165.6683,342.0933,171.9154,594.0000,387.3600,0
abe,5800,128.3604,263.5307,145.3056,277.6200,594.0000,387.3600,0
abe,X,141.6922,260.6166,149.7493,268.8774,594.0000,387.3600,0
abe,150,146.1156,253.8304,160.0982,265.9768,594.0000,387.3600,0
